Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage
7926,29,Male,Rural,Retired,Associate Degree,54,Hyundai,Tucson,2016,28611,0,5,1320750,31770,Married,1,6,754,Pleasure
7927,57,Male,Suburban,Self-Employed,Master's Degree,2,Nissan,Sentra,2016,29669,0,5,893556,44334,Single,1,6,733,Commute
7928,26,Male,Rural,Retired,Bachelor's Degree,56,Chevrolet,Equinox,1999,16238,1,3,638838,58734,Widowed,1,12,566,Pleasure
7929,29,Female,Suburban,Employed,High School,57,Ford,Escape,2005,24278,2,6,1026414,71424,Married,1,12,606,Pleasure
7930,43,Male,Suburban,Retired,Associate Degree,0,Kia,Soul,2020,18128,2,3,1588194,86220,Divorced,1,12,834,Business
7931,26,Female,Urban,Employed,Bachelor's Degree,45,Hyundai,Santa Fe,2016,14339,3,4,1612080,57852,Divorced,1,6,685,Business
7932,27,Male,Urban,Employed,Associate Degree,54,Toyota,Camry,2008,9108,3,3,1242396,43218,Widowed,1,12,768,Business
7933,49,Male,Rural,Retired,Bachelor's Degree,19,Volkswagen,Jetta,1995,26219,1,8,1696014,78984,Single,1,12,631,Commute
7934,74,Female,Suburban,Unemployed,Doctorate,6,Volkswagen,Passat,2018,23985,5,5,324972,53370,Married,0,6,348,Pleasure
7935,51,Female,Rural,Unemployed,Doctorate,56,Kia,Forte,1999,29484,1,9,1636560,35262,Divorced,0,12,662,Pleasure
7936,65,Male,Urban,Employed,Doctorate,40,BMW,5 Series,2018,6208,1,5,657918,65790,Widowed,0,6,370,Pleasure
7937,37,Female,Urban,Retired,Associate Degree,0,Ford,Escape,1997,23466,4,4,304182,18162,Single,0,12,723,Commute
7938,56,Female,Urban,Employed,Doctorate,9,Hyundai,Elantra,2020,28076,5,8,1329876,47286,Widowed,0,6,801,Pleasure
7939,77,Male,Urban,Retired,High School,44,Kia,Forte,2016,21633,5,4,1011654,45036,Single,0,12,544,Business
7940,19,Female,Urban,Retired,High School,11,Chevrolet,Equinox,1995,18950,1,7,503532,81810,Single,1,6,688,Business
7941,18,Male,Rural,Self-Employed,Doctorate,3,Honda,Accord,2011,29513,1,5,1733526,65268,Married,1,12,732,Business
7942,68,Male,Rural,Unemployed,Bachelor's Degree,6,Kia,Sportage,2014,21630,1,5,557550,74142,Single,1,6,833,Pleasure
7943,77,Female,Urban,Unemployed,Bachelor's Degree,9,Ford,Fiesta,2006,21079,1,2,368604,48888,Married,1,6,801,Commute
7944,53,Male,Suburban,Self-Employed,Associate Degree,21,Honda,Civic,2020,27166,5,8,1640952,48276,Single,1,12,410,Business
7945,41,Female,Suburban,Self-Employed,Bachelor's Degree,24,BMW,3 Series,2007,28990,2,9,1770876,36216,Divorced,0,12,622,Commute
7946,71,Male,Suburban,Self-Employed,Master's Degree,28,Honda,Civic,2000,20160,0,2,1109052,51552,Widowed,1,12,493,Business
7947,44,Female,Suburban,Employed,Bachelor's Degree,38,Hyundai,Elantra,1997,24889,0,8,436932,28026,Widowed,1,12,390,Business
7948,19,Female,Suburban,Employed,High School,14,Mercedes,C-Class,2005,12787,2,1,1131984,72774,Married,0,12,784,Commute
7949,48,Female,Urban,Employed,Bachelor's Degree,18,Kia,Soul,2005,17415,1,7,1047690,50292,Divorced,0,12,797,Business
7950,74,Female,Rural,Employed,Associate Degree,38,Honda,CR-V,2022,8741,5,6,1462158,72648,Single,1,12,654,Business
7951,31,Female,Urban,Employed,Bachelor's Degree,57,Kia,Soul,2022,15179,4,2,1572156,69444,Married,1,12,528,Pleasure
7952,19,Male,Suburban,Unemployed,Associate Degree,45,Toyota,Corolla,2015,14564,4,6,1512108,34308,Divorced,0,12,302,Commute
7953,46,Male,Suburban,Unemployed,Master's Degree,52,Mercedes,E-Class,2004,8307,3,7,1532088,14094,Married,1,6,538,Commute
7954,32,Female,Rural,Retired,Doctorate,45,Hyundai,Santa Fe,2005,11777,0,3,1689444,12078,Widowed,0,6,722,Commute
7955,29,Male,Urban,Unemployed,Master's Degree,17,Kia,Soul,2010,25266,3,8,336276,20772,Single,0,6,475,Pleasure
7956,54,Female,Rural,Self-Employed,High School,41,Toyota,RAV4,2014,19709,1,7,1356534,21960,Married,0,12,547,Pleasure
7957,45,Female,Suburban,Unemployed,Master's Degree,2,Toyota,RAV4,2004,14448,3,9,1646748,64710,Married,0,6,499,Commute
7958,37,Male,Suburban,Self-Employed,Master's Degree,5,Ford,Escape,2006,10018,1,1,544608,24192,Married,1,6,581,Commute
7959,78,Male,Rural,Unemployed,High School,60,Mercedes,GLC,2013,16232,3,5,159282,9738,Married,1,12,778,Business
7960,56,Female,Suburban,Employed,High School,21,Chevrolet,Malibu,2003,25543,2,0,638928,48528,Single,1,12,536,Pleasure
7961,41,Female,Urban,Unemployed,Doctorate,54,Mercedes,GLC,1998,10125,5,0,1221714,87660,Married,1,12,742,Business
7962,38,Female,Suburban,Retired,Doctorate,53,Ford,Focus,2020,13031,1,9,738792,10998,Single,1,6,412,Pleasure
7963,27,Female,Suburban,Employed,Bachelor's Degree,40,Volkswagen,Golf,2009,24230,4,0,986796,50508,Married,1,6,605,Commute
7964,63,Female,Urban,Employed,Associate Degree,45,Mercedes,C-Class,2017,22611,1,6,424548,9360,Divorced,1,6,492,Commute
7965,31,Female,Suburban,Retired,High School,52,Hyundai,Elantra,2015,6531,4,6,500328,32040,Married,0,6,635,Commute
7966,54,Male,Rural,Unemployed,Master's Degree,30,Mercedes,C-Class,2001,11742,5,0,432018,30618,Single,1,12,543,Commute
7967,35,Female,Rural,Unemployed,Master's Degree,20,Ford,Fiesta,1999,9252,4,4,730440,57942,Divorced,0,6,619,Business
7968,41,Female,Suburban,Retired,Doctorate,55,BMW,3 Series,2013,21770,3,4,1620684,28188,Widowed,0,12,442,Commute
7969,31,Male,Urban,Employed,Associate Degree,7,Volkswagen,Golf,2016,8680,0,5,1010556,73710,Widowed,1,6,687,Pleasure
7970,51,Female,Urban,Retired,High School,0,Mercedes,C-Class,2019,18531,0,3,805014,41418,Divorced,0,12,845,Business
7971,75,Female,Rural,Self-Employed,Doctorate,2,Nissan,Sentra,2009,26713,0,1,1070550,63252,Divorced,1,6,564,Business
7972,29,Male,Suburban,Self-Employed,Associate Degree,28,Kia,Sportage,2022,12275,4,3,373464,14040,Single,0,12,449,Commute
7973,39,Female,Urban,Unemployed,High School,53,BMW,3 Series,2000,25181,0,4,432810,83808,Widowed,1,6,741,Business
7974,73,Male,Urban,Employed,Master's Degree,5,Hyundai,Tucson,2014,11291,1,2,1570770,79362,Single,1,6,312,Pleasure
7975,23,Female,Rural,Self-Employed,Master's Degree,32,Honda,Civic,2009,24151,1,1,1710036,66978,Divorced,1,6,450,Commute
7976,53,Male,Rural,Retired,Doctorate,17,Volkswagen,Passat,2011,10177,5,5,946188,36558,Single,0,6,347,Commute
7977,62,Male,Urban,Unemployed,Associate Degree,41,BMW,5 Series,2013,20603,1,9,1661472,78570,Divorced,1,12,453,Commute
7978,53,Male,Rural,Unemployed,Master's Degree,54,Toyota,Corolla,1997,23488,5,3,146664,82368,Widowed,1,12,309,Pleasure
7979,39,Female,Urban,Employed,Associate Degree,48,Chevrolet,Impala,2012,29646,4,6,1795572,36216,Married,0,6,388,Commute
7980,31,Female,Suburban,Self-Employed,Doctorate,57,Ford,Fiesta,2004,13688,4,5,1356012,55638,Divorced,1,12,436,Business
7981,33,Male,Rural,Unemployed,Bachelor's Degree,52,Mercedes,C-Class,2009,20913,0,7,1319778,24372,Single,1,12,467,Commute
7982,78,Male,Rural,Retired,Associate Degree,0,Kia,Sportage,2012,18669,5,4,527112,10152,Divorced,0,12,767,Commute
7983,53,Female,Suburban,Self-Employed,Associate Degree,21,Volkswagen,Jetta,2018,28585,3,5,1205604,77598,Divorced,1,12,771,Commute
7984,73,Female,Urban,Unemployed,Doctorate,30,Chevrolet,Malibu,2009,22891,4,8,604584,71568,Married,1,12,763,Pleasure
7985,42,Female,Urban,Unemployed,Bachelor's Degree,22,Ford,Focus,2018,21145,2,4,548694,70290,Single,1,12,401,Pleasure
7986,49,Female,Rural,Self-Employed,Master's Degree,7,Ford,Focus,2013,26856,1,8,1396386,80856,Divorced,1,6,839,Pleasure
7987,50,Female,Urban,Self-Employed,High School,28,Mercedes,E-Class,2014,7752,1,2,1360332,23544,Single,0,12,638,Business
7988,62,Male,Urban,Employed,Doctorate,43,Volkswagen,Golf,1999,23287,0,8,405126,63954,Widowed,1,12,477,Commute
7989,53,Female,Suburban,Retired,High School,50,Mercedes,E-Class,2005,25376,3,1,622206,88164,Single,0,12,460,Pleasure
7990,37,Male,Suburban,Employed,Bachelor's Degree,45,BMW,5 Series,2003,25621,1,7,851256,49860,Single,0,6,493,Pleasure
7991,35,Female,Suburban,Employed,Bachelor's Degree,61,Kia,Soul,1999,14848,4,0,1418562,49860,Married,0,6,526,Commute
7992,55,Male,Rural,Retired,Associate Degree,18,Hyundai,Santa Fe,2005,7301,3,8,1767402,29862,Single,0,12,566,Pleasure
7993,20,Male,Suburban,Retired,High School,58,Hyundai,Elantra,2016,14980,1,6,305946,35694,Widowed,0,12,456,Business
7994,40,Female,Suburban,Employed,High School,48,Toyota,Camry,2001,26255,0,9,209016,25128,Single,1,6,355,Commute
7995,49,Male,Urban,Self-Employed,Bachelor's Degree,59,Volkswagen,Jetta,2021,17603,0,0,402030,77454,Single,1,6,590,Commute
7996,62,Male,Suburban,Retired,High School,15,Volkswagen,Passat,1996,14513,0,0,505098,12456,Married,1,12,690,Commute
7997,76,Male,Rural,Employed,Master's Degree,18,Ford,Focus,2014,27159,4,7,1566720,17856,Single,0,12,837,Business
7998,33,Male,Suburban,Self-Employed,Bachelor's Degree,36,Chevrolet,Equinox,2016,8834,0,8,433476,65574,Single,0,6,604,Commute
7999,76,Female,Rural,Unemployed,Associate Degree,21,BMW,3 Series,2014,14382,2,1,414396,49068,Widowed,0,12,822,Pleasure
8000,22,Male,Urban,Self-Employed,Associate Degree,18,Honda,Accord,2015,8684,4,2,1095246,23148,Married,1,6,769,Commute
8001,21,Female,Urban,Employed,Associate Degree,3,Nissan,Rogue,2013,25830,2,1,1708146,15570,Married,1,12,800,Business
8002,38,Male,Suburban,Retired,High School,4,Honda,Accord,2012,17689,0,0,529020,45792,Divorced,0,6,511,Pleasure
8003,57,Female,Urban,Self-Employed,Bachelor's Degree,4,Mercedes,E-Class,2010,25870,3,1,947628,78894,Single,0,12,711,Pleasure
8004,68,Female,Suburban,Self-Employed,Associate Degree,24,Kia,Soul,1995,7435,4,7,556650,83880,Divorced,0,6,820,Commute
8005,31,Female,Urban,Self-Employed,Bachelor's Degree,23,Ford,Escape,1997,18407,2,1,1676754,81792,Married,0,12,333,Business
8006,56,Male,Rural,Retired,High School,0,Nissan,Sentra,2020,6481,4,8,475398,29790,Single,0,6,552,Pleasure
8007,48,Female,Urban,Retired,Master's Degree,49,BMW,3 Series,2003,21157,2,0,440136,88452,Divorced,1,12,478,Commute
8008,31,Female,Suburban,Self-Employed,Master's Degree,27,Volkswagen,Jetta,2011,19513,5,5,443520,81090,Widowed,0,6,749,Business
8009,23,Male,Suburban,Self-Employed,Master's Degree,46,Mercedes,C-Class,2002,7801,4,5,138006,50400,Married,0,6,706,Pleasure
8010,29,Female,Suburban,Employed,High School,20,Chevrolet,Impala,2015,12906,1,5,327852,27450,Single,0,12,570,Pleasure
8011,33,Male,Rural,Retired,Associate Degree,59,Nissan,Rogue,2010,7860,2,6,357048,52632,Widowed,1,6,741,Commute
8012,34,Male,Urban,Self-Employed,High School,18,Ford,Focus,2006,12454,2,0,1641114,44928,Married,1,12,439,Pleasure
8013,62,Female,Suburban,Retired,Bachelor's Degree,22,Toyota,RAV4,1998,23869,4,8,1213956,69732,Divorced,0,6,495,Pleasure
8014,40,Male,Rural,Retired,Master's Degree,13,Toyota,Corolla,1999,10677,3,4,982350,23400,Married,1,6,475,Pleasure
8015,31,Male,Rural,Retired,Bachelor's Degree,58,Nissan,Altima,2021,14440,1,7,398106,67428,Widowed,1,12,734,Pleasure
8016,78,Male,Rural,Employed,High School,5,Ford,Escape,2001,12172,2,1,1331226,81846,Divorced,0,12,687,Business
8017,24,Female,Urban,Unemployed,Doctorate,31,BMW,5 Series,2018,24606,0,4,1312308,69030,Married,0,12,373,Business
8018,63,Male,Urban,Retired,Doctorate,49,Ford,Focus,2012,15758,0,6,899082,84654,Single,0,6,616,Business
8019,49,Male,Urban,Retired,High School,31,Honda,Civic,2016,9409,5,2,535464,33912,Divorced,1,12,606,Business
8020,32,Male,Rural,Self-Employed,Associate Degree,7,Kia,Forte,2014,16054,4,6,840096,23670,Married,1,12,325,Pleasure
8021,61,Female,Urban,Retired,Bachelor's Degree,36,Ford,Escape,2008,5859,3,6,1184130,82422,Single,1,6,521,Business
8022,34,Male,Suburban,Unemployed,High School,21,Honda,Civic,2002,16540,1,9,1762812,47682,Widowed,1,6,562,Commute
8023,58,Female,Rural,Retired,High School,7,Volkswagen,Golf,2007,25638,2,1,1225566,48942,Married,1,6,664,Business
8024,71,Male,Urban,Employed,Doctorate,60,BMW,3 Series,2022,22384,0,7,770976,21132,Widowed,1,6,302,Business
8025,64,Female,Rural,Self-Employed,Master's Degree,37,Volkswagen,Passat,1998,7202,2,8,1105380,18774,Single,0,12,759,Pleasure
8026,61,Female,Rural,Unemployed,Master's Degree,9,Volkswagen,Jetta,2006,20260,0,5,606582,35460,Divorced,1,6,460,Business
8027,51,Female,Urban,Employed,Associate Degree,2,BMW,3 Series,1997,13585,4,5,868392,73368,Single,0,6,602,Commute
8028,22,Male,Rural,Unemployed,Associate Degree,12,BMW,X5,1999,8143,4,7,382230,24228,Married,1,12,439,Commute
8029,62,Male,Urban,Self-Employed,Associate Degree,38,Volkswagen,Passat,1998,5648,2,4,986094,27522,Married,1,12,449,Pleasure
8030,44,Male,Urban,Retired,Doctorate,29,Volkswagen,Jetta,2009,29202,4,0,755748,87534,Married,0,6,440,Business
8031,69,Female,Urban,Self-Employed,High School,3,Ford,Fiesta,2022,5857,1,9,647370,75870,Widowed,1,6,606,Pleasure
8032,40,Male,Rural,Self-Employed,Associate Degree,44,Nissan,Altima,1999,6585,5,8,806490,74124,Divorced,0,6,460,Commute
8033,57,Male,Rural,Retired,Doctorate,5,BMW,X5,2003,11244,4,2,743580,40212,Married,1,6,485,Business
8034,76,Female,Urban,Employed,Bachelor's Degree,15,Mercedes,GLC,2008,11721,1,6,225216,35676,Widowed,0,6,431,Commute
8035,31,Male,Rural,Unemployed,High School,21,Nissan,Altima,2021,20089,4,5,1588140,72486,Single,0,12,730,Pleasure
8036,32,Male,Urban,Employed,Bachelor's Degree,26,Nissan,Sentra,2010,23066,2,3,988650,77760,Married,0,12,524,Pleasure
8037,60,Female,Suburban,Retired,Master's Degree,20,Volkswagen,Jetta,1997,22649,1,6,1023714,43704,Widowed,1,12,794,Business
8038,50,Female,Rural,Unemployed,Master's Degree,28,Hyundai,Santa Fe,2009,18427,5,8,682542,31932,Married,1,12,355,Pleasure
8039,70,Male,Rural,Retired,High School,0,Nissan,Sentra,2012,27147,5,3,752274,12204,Widowed,1,6,391,Business
8040,48,Female,Suburban,Employed,Associate Degree,29,Volkswagen,Golf,2012,10424,5,5,784818,32148,Single,0,6,415,Pleasure
8041,52,Male,Suburban,Self-Employed,High School,23,Hyundai,Elantra,2008,16301,3,2,1017252,57222,Married,1,12,316,Business
8042,34,Male,Suburban,Unemployed,Associate Degree,12,Volkswagen,Golf,2019,11838,5,2,1773252,40446,Married,0,6,491,Business
8043,45,Male,Urban,Retired,Master's Degree,29,Mercedes,GLC,2001,12693,2,6,417582,60030,Single,0,6,739,Commute
8044,36,Male,Urban,Unemployed,High School,25,BMW,5 Series,2020,23123,1,8,1120986,35460,Widowed,1,6,803,Commute
8045,63,Male,Suburban,Unemployed,High School,33,BMW,3 Series,2022,16348,0,4,965538,22050,Widowed,0,6,574,Commute
8046,71,Female,Urban,Employed,Associate Degree,19,Nissan,Altima,2014,18555,5,2,113922,42084,Widowed,1,6,510,Commute
8047,79,Female,Rural,Self-Employed,Master's Degree,60,Toyota,RAV4,2000,17065,0,5,555354,16866,Widowed,0,6,300,Business
8048,40,Male,Suburban,Unemployed,Master's Degree,59,Ford,Fiesta,2020,21532,3,7,1407240,53550,Divorced,1,12,612,Business
8049,49,Female,Rural,Employed,Associate Degree,50,Toyota,Corolla,2010,7686,0,3,307998,61092,Widowed,1,12,671,Commute
8050,57,Female,Urban,Unemployed,Associate Degree,5,Volkswagen,Golf,2016,22315,2,6,994716,32220,Widowed,0,12,721,Pleasure
8051,30,Male,Suburban,Self-Employed,Associate Degree,42,Hyundai,Santa Fe,2013,7023,5,6,408564,41724,Widowed,1,6,447,Commute
8052,76,Female,Urban,Unemployed,Master's Degree,48,Kia,Forte,2003,6342,1,4,344196,17514,Divorced,1,12,670,Business
8053,37,Female,Rural,Self-Employed,Master's Degree,8,Hyundai,Tucson,2014,5297,5,9,1119114,14436,Single,0,12,734,Pleasure
8054,52,Male,Urban,Employed,High School,36,Kia,Soul,1995,11064,2,1,1532916,88974,Divorced,1,6,639,Business
8055,22,Male,Rural,Employed,Master's Degree,36,Honda,Accord,2012,11214,4,3,1073052,20538,Single,0,6,450,Pleasure
8056,26,Male,Urban,Self-Employed,Bachelor's Degree,15,Hyundai,Tucson,2015,26076,4,4,546120,73710,Single,0,12,650,Business
8057,46,Male,Rural,Self-Employed,Bachelor's Degree,3,Volkswagen,Jetta,2008,11793,0,2,1799964,23094,Widowed,0,12,796,Commute
8058,23,Male,Urban,Employed,Associate Degree,31,Volkswagen,Jetta,2008,13468,3,3,871578,82620,Divorced,0,6,401,Commute
8059,42,Male,Suburban,Self-Employed,Associate Degree,19,Hyundai,Elantra,2002,10071,3,4,106866,44730,Widowed,1,6,560,Business
8060,48,Male,Suburban,Self-Employed,Associate Degree,28,Volkswagen,Jetta,2017,15814,5,0,1083366,40932,Divorced,1,12,719,Pleasure
8061,39,Female,Urban,Retired,High School,30,Volkswagen,Jetta,2019,11220,4,2,728388,79506,Married,1,6,606,Pleasure
8062,19,Male,Rural,Unemployed,Bachelor's Degree,44,Ford,Fiesta,2011,17158,3,8,670518,46350,Married,1,6,386,Business
8063,62,Female,Urban,Employed,Bachelor's Degree,16,Ford,Fiesta,2012,28345,3,8,255042,36468,Single,1,12,715,Business
8064,22,Female,Suburban,Employed,Master's Degree,40,Nissan,Sentra,2009,21612,0,8,318564,50382,Married,1,12,413,Commute
8065,77,Male,Rural,Retired,Bachelor's Degree,24,Ford,Focus,2004,15653,5,8,632376,30582,Married,0,12,502,Business
8066,44,Female,Urban,Self-Employed,Master's Degree,44,Toyota,RAV4,2014,13158,2,8,131580,88902,Married,0,12,540,Commute
8067,42,Female,Urban,Self-Employed,High School,15,Toyota,RAV4,2010,6734,2,3,443358,26964,Married,1,12,373,Business
8068,25,Female,Rural,Self-Employed,Associate Degree,19,Toyota,Camry,2001,15269,1,6,838008,34812,Married,1,12,693,Commute
8069,72,Male,Urban,Employed,Associate Degree,41,Mercedes,C-Class,2011,17305,2,0,186606,9216,Married,1,6,374,Commute
8070,18,Female,Suburban,Retired,Master's Degree,9,BMW,3 Series,1999,15262,2,4,570510,45882,Single,0,6,529,Commute
8071,37,Female,Suburban,Unemployed,Doctorate,51,Hyundai,Santa Fe,2012,27523,0,1,1561230,34254,Widowed,1,12,355,Commute
8072,61,Male,Rural,Retired,Master's Degree,59,Chevrolet,Equinox,2008,17012,5,9,432630,33696,Divorced,0,6,533,Pleasure
8073,40,Female,Urban,Employed,High School,47,BMW,5 Series,2012,12415,0,3,1748322,71514,Single,0,6,765,Pleasure
8074,49,Female,Urban,Unemployed,Bachelor's Degree,22,Ford,Escape,2012,22768,5,8,1543500,25362,Widowed,1,12,812,Business
8075,28,Female,Suburban,Self-Employed,Master's Degree,51,Kia,Forte,2009,29093,2,4,1572876,52074,Divorced,0,12,505,Pleasure
8076,56,Female,Rural,Retired,High School,32,Kia,Sportage,2019,10917,1,1,1179414,32130,Single,0,6,713,Commute
8077,64,Female,Rural,Retired,Associate Degree,42,Honda,CR-V,2005,12111,2,0,960516,16182,Divorced,0,12,544,Pleasure
8078,71,Male,Rural,Employed,Doctorate,12,Ford,Focus,2020,19795,5,1,940824,85860,Married,0,12,405,Commute
8079,41,Female,Suburban,Retired,Doctorate,24,Volkswagen,Golf,1999,23505,2,9,112356,71316,Widowed,1,6,476,Commute
8080,28,Male,Suburban,Unemployed,Master's Degree,49,Nissan,Sentra,2010,5582,4,0,1378656,59580,Divorced,0,6,458,Business
8081,46,Female,Rural,Retired,Bachelor's Degree,36,Honda,Accord,2002,17198,5,2,581202,81810,Single,1,12,348,Commute
8082,71,Male,Rural,Employed,Master's Degree,35,BMW,5 Series,2007,24780,1,7,1390806,30564,Single,1,12,487,Pleasure
8083,43,Male,Urban,Retired,Doctorate,23,Honda,Civic,2020,12529,5,6,1105452,56412,Single,0,12,398,Commute
8084,33,Male,Urban,Unemployed,Doctorate,5,Ford,Escape,2016,21084,2,0,1324980,82008,Married,1,6,771,Commute
8085,52,Female,Rural,Unemployed,Associate Degree,14,Mercedes,C-Class,2021,15206,0,9,1529298,58500,Single,0,12,386,Business
8086,37,Female,Suburban,Employed,Bachelor's Degree,54,Toyota,RAV4,2011,29301,5,2,1367424,37548,Married,0,6,711,Pleasure
8087,63,Female,Suburban,Self-Employed,Bachelor's Degree,33,Nissan,Sentra,2020,19342,2,6,1033236,68940,Married,1,6,787,Business
8088,20,Female,Urban,Employed,Doctorate,3,Toyota,Corolla,2003,7775,3,4,1470384,66168,Married,0,6,347,Business
8089,18,Female,Rural,Self-Employed,Doctorate,13,BMW,3 Series,2009,18379,4,5,727056,12114,Single,0,12,787,Business
8090,75,Male,Suburban,Unemployed,Master's Degree,3,Kia,Soul,2001,29168,4,4,758376,68616,Widowed,1,12,495,Pleasure
8091,70,Male,Suburban,Retired,Master's Degree,27,Toyota,RAV4,2021,7477,4,7,1278018,84420,Widowed,1,6,539,Pleasure
8092,64,Male,Suburban,Retired,Associate Degree,28,Volkswagen,Passat,2012,11690,1,0,1278630,29736,Divorced,0,6,813,Commute
8093,18,Female,Suburban,Unemployed,Doctorate,17,Hyundai,Tucson,2008,27556,5,6,1305126,45144,Married,1,12,568,Commute
8094,34,Female,Urban,Employed,Master's Degree,57,Hyundai,Elantra,2002,22763,4,8,541782,13842,Widowed,0,6,771,Pleasure
8095,19,Male,Suburban,Retired,Associate Degree,19,BMW,X5,1996,12798,2,8,362070,68526,Single,1,12,312,Business
8096,46,Female,Suburban,Employed,Bachelor's Degree,47,Honda,CR-V,2012,8105,1,2,150354,44694,Divorced,0,6,409,Pleasure
8097,37,Female,Rural,Retired,Doctorate,40,Kia,Soul,1998,11023,3,3,1750734,20448,Divorced,1,6,751,Commute
8098,23,Male,Rural,Self-Employed,High School,31,BMW,5 Series,2018,25417,0,3,1553814,68112,Single,1,12,491,Commute
8099,25,Male,Urban,Retired,Doctorate,7,Toyota,Corolla,2017,9957,4,7,1425528,46512,Single,1,6,511,Business
8100,46,Female,Urban,Self-Employed,Master's Degree,42,Kia,Soul,1996,12508,2,6,742914,19746,Married,0,12,598,Pleasure
8101,65,Female,Urban,Retired,Doctorate,45,BMW,5 Series,2004,29264,1,7,462960,12366,Single,1,6,598,Commute
8102,68,Male,Urban,Retired,High School,48,Kia,Soul,2000,18715,5,4,113220,30276,Single,1,12,686,Pleasure
8103,50,Female,Suburban,Retired,Doctorate,12,Nissan,Rogue,2005,24445,5,2,1434528,88146,Married,0,12,322,Business
8104,20,Male,Rural,Retired,Master's Degree,39,Volkswagen,Golf,2021,12776,2,8,865908,66636,Single,0,12,356,Commute
8105,77,Male,Suburban,Retired,Bachelor's Degree,45,Hyundai,Santa Fe,2014,21182,5,8,528390,23742,Married,1,12,613,Business
8106,52,Male,Suburban,Employed,Master's Degree,42,Mercedes,E-Class,2004,12173,4,9,504432,10710,Widowed,1,12,547,Business
8107,22,Female,Suburban,Self-Employed,Associate Degree,8,Kia,Sportage,2011,9431,0,9,959112,89838,Divorced,0,6,739,Commute
8108,44,Male,Rural,Self-Employed,Master's Degree,39,Honda,Accord,2018,12844,1,1,1712718,48510,Married,0,12,646,Pleasure
8109,61,Male,Urban,Retired,Associate Degree,45,BMW,5 Series,2002,21776,2,7,161712,34740,Divorced,0,12,364,Commute
8110,29,Female,Urban,Employed,Doctorate,46,Toyota,Corolla,2000,7015,1,2,509976,78624,Divorced,1,12,758,Commute
8111,37,Male,Rural,Employed,Associate Degree,57,Hyundai,Elantra,2010,15788,4,8,397296,36918,Widowed,1,12,736,Commute
8112,62,Female,Rural,Unemployed,Doctorate,32,Mercedes,E-Class,2004,27078,5,1,1411128,9990,Divorced,1,6,654,Pleasure
8113,37,Female,Urban,Unemployed,Associate Degree,55,Hyundai,Santa Fe,2017,28790,4,8,820044,62712,Widowed,1,6,388,Pleasure
8114,26,Female,Suburban,Employed,Master's Degree,11,Toyota,Corolla,2022,8321,3,1,1339992,24282,Widowed,1,12,386,Business
8115,56,Male,Urban,Unemployed,High School,36,Hyundai,Elantra,2013,29248,3,6,1017036,45666,Married,1,12,412,Business
8116,21,Male,Rural,Self-Employed,Doctorate,24,Hyundai,Elantra,2019,5246,4,6,748062,50976,Divorced,0,6,348,Business
8117,68,Female,Urban,Employed,Associate Degree,45,Nissan,Sentra,1998,23983,1,7,1710180,33318,Married,1,6,751,Business
8118,71,Female,Urban,Unemployed,High School,24,Ford,Focus,2021,9060,2,3,145854,48330,Married,1,6,330,Pleasure
8119,36,Female,Urban,Employed,Associate Degree,53,Toyota,Camry,1996,11207,2,3,149454,27018,Married,1,6,775,Pleasure
8120,55,Male,Rural,Unemployed,Associate Degree,15,Toyota,Camry,2014,7782,1,7,1494036,19404,Married,0,12,662,Commute
8121,44,Female,Rural,Employed,Associate Degree,50,Nissan,Sentra,1996,17930,0,5,1654056,85500,Single,1,6,450,Commute
8122,62,Female,Urban,Retired,Master's Degree,59,Hyundai,Elantra,2006,6834,1,5,1217466,37062,Married,0,12,610,Business
8123,60,Female,Urban,Self-Employed,Associate Degree,15,Kia,Sportage,1998,26628,4,9,1710252,14724,Widowed,1,6,685,Pleasure
8124,30,Male,Suburban,Unemployed,High School,38,Ford,Escape,2010,20896,4,4,1609758,80028,Divorced,0,6,618,Business
8125,30,Female,Suburban,Retired,Associate Degree,34,Honda,Civic,1996,20721,3,9,156366,71190,Widowed,0,6,598,Pleasure
8126,77,Male,Urban,Employed,Bachelor's Degree,22,Nissan,Altima,2010,24491,2,2,1236150,70902,Widowed,1,6,606,Business
8127,74,Male,Rural,Retired,Doctorate,7,Mercedes,C-Class,2022,25587,3,1,1053936,35946,Single,1,12,465,Pleasure
8128,39,Female,Suburban,Self-Employed,Master's Degree,52,Ford,Focus,2009,7233,2,7,722520,9900,Single,1,6,827,Pleasure
8129,45,Female,Urban,Unemployed,Bachelor's Degree,52,Volkswagen,Jetta,2008,13210,1,0,829260,26856,Widowed,1,6,439,Pleasure
8130,69,Female,Suburban,Unemployed,Bachelor's Degree,45,Ford,Escape,2005,24343,0,0,1703142,54684,Single,0,12,722,Commute
8131,64,Male,Suburban,Employed,High School,51,Hyundai,Santa Fe,2009,8817,5,4,1369386,75546,Widowed,1,12,488,Business
8132,70,Male,Suburban,Self-Employed,High School,2,Kia,Forte,2018,23525,2,4,1264518,79398,Married,1,6,584,Pleasure
8133,62,Male,Rural,Retired,Master's Degree,59,Nissan,Altima,2000,8814,0,1,738396,43110,Single,1,6,381,Pleasure
