Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage,Credit_Category
10552,49,Male,KwaZulu-Natal,Unemployed,High School,13,BMW,X5,2018,39056,1,0,1118188,22613,Widowed,0,24,790,Commercial,Very Good
10553,68,Female,Mpumalanga,Self-employed,Diploma,25,Hyundai,Creta,2018,55942,0,1,346864,7167,Single,1,12,531,Commercial,Poor
10554,19,Male,Gauteng,Student,Diploma,1,Toyota,Hilux,2022,18143,0,1,955050,19285,Single,0,24,341,Private,Poor
10555,41,Female,North West,Unemployed,Postgraduate,10,Volkswagen,Tiguan,2012,56228,2,1,756349,15372,Widowed,1,12,771,Commercial,Very Good
10556,40,Male,Eastern Cape,Unemployed,High School,22,BMW,X5,2020,38732,0,0,808598,16325,Widowed,1,24,744,Private,Very Good
10558,55,Female,Free State,Unemployed,Degree,21,Volkswagen,Polo,2000,38595,1,0,397569,8198,Divorced,0,6,662,Commercial,Fair
10559,48,Female,KwaZulu-Natal,Self-employed,Postgraduate,23,Hyundai,Creta,2002,7470,1,0,1264042,25481,Married,0,12,831,Business,Excellent
10560,68,Male,Western Cape,Retired,High School,44,BMW,320i,2009,19170,0,0,89940,1998,Divorced,1,24,426,Commercial,Poor
10561,57,Female,KwaZulu-Natal,Unemployed,High School,12,Hyundai,Tucson,2007,23887,0,0,963833,19464,Married,1,24,680,Private,Good
10562,43,Female,KwaZulu-Natal,Self-employed,Diploma,25,Mercedes,C200,2012,45924,0,1,954074,19288,Married,0,12,684,Commercial,Good
10563,46,Male,Western Cape,Unemployed,Postgraduate,28,Toyota,Corolla,2018,43203,0,0,1288344,25906,Single,0,24,747,Private,Very Good
10565,31,Male,KwaZulu-Natal,Self-employed,Degree,13,Hyundai,i20,2023,25093,1,1,188941,3914,Divorced,0,6,605,Private,Fair
10566,42,Female,Free State,Unemployed,High School,24,Volkswagen,Tiguan,2002,25585,1,0,356140,7274,Divorced,1,6,833,Private,Excellent
10567,65,Female,Limpopo,Retired,Postgraduate,12,Hyundai,Creta,2017,35312,1,2,1119252,22620,Divorced,1,6,813,Commercial,Excellent
10568,18,Female,Mpumalanga,Self-employed,Degree,0,Toyota,Fortuner,2002,33820,0,0,1138591,22983,Widowed,1,12,459,Commercial,Poor
10569,70,Male,North West,Retired,Postgraduate,32,Mercedes,A200,2011,18999,1,1,211613,4454,Single,0,6,714,Commercial,Good
10570,20,Female,Eastern Cape,Unemployed,High School,2,Ford,Fiesta,2001,55478,0,0,796815,16127,Married,1,6,529,Private,Poor
10571,71,Male,Limpopo,Retired,Diploma,42,Mercedes,A200,2007,42640,0,1,178912,3731,Single,1,6,459,Private,Poor
10572,43,Male,Western Cape,Self-employed,Postgraduate,20,Hyundai,Creta,2020,26376,0,0,1176815,23801,Divorced,0,12,452,Commercial,Poor
10573,35,Male,KwaZulu-Natal,Employed,High School,2,Volkswagen,Golf,2013,10967,1,0,274480,5772,Widowed,1,12,481,Commercial,Poor
10574,26,Male,Northern Cape,Employed,High School,8,Ford,EcoSport,2018,59246,0,0,818724,16539,Married,1,24,744,Business,Very Good
10575,55,Male,Mpumalanga,Unemployed,High School,37,Hyundai,Tucson,2010,37858,1,1,1168350,23557,Married,0,24,756,Commercial,Very Good
10576,40,Male,Western Cape,Employed,Degree,17,Hyundai,Tucson,2015,44233,1,0,535857,10948,Divorced,0,24,648,Business,Fair
10577,38,Male,KwaZulu-Natal,Employed,Degree,20,Toyota,Corolla,2013,9539,0,0,288979,5959,Widowed,0,12,734,Business,Good
10578,74,Female,Limpopo,Retired,Diploma,30,BMW,118i,2007,56230,0,0,1124571,22685,Single,0,6,713,Business,Good
10580,38,Female,Northern Cape,Unemployed,Degree,20,Mercedes,C200,2019,35011,0,0,682309,13897,Married,0,12,363,Commercial,Poor
10581,44,Female,Eastern Cape,Employed,Degree,26,Toyota,Fortuner,2013,46943,1,0,590631,11985,Married,0,12,790,Business,Very Good
10582,59,Female,Gauteng,Unemployed,Degree,21,Toyota,Fortuner,2011,25285,0,0,326278,6749,Single,0,12,593,Business,Fair
10583,23,Female,Western Cape,Student,Postgraduate,5,Toyota,Hilux,2016,27182,0,0,396548,8117,Divorced,1,24,745,Business,Very Good
10584,72,Female,Limpopo,Self-employed,Diploma,17,Mercedes,A200,2022,55050,1,0,1461749,29512,Divorced,0,24,430,Commercial,Poor
10585,61,Male,Western Cape,Unemployed,Diploma,3,Mercedes,A200,2011,21239,2,1,131338,2880,Married,1,24,578,Business,Poor
10586,53,Female,Mpumalanga,Unemployed,Diploma,32,Toyota,Hilux,2020,14145,0,0,271296,5605,Widowed,1,12,366,Private,Poor
10587,45,Female,Eastern Cape,Employed,Postgraduate,27,Hyundai,Tucson,2011,8139,1,0,1256312,25368,Married,0,24,465,Commercial,Poor
10588,62,Female,North West,Unemployed,Postgraduate,10,Toyota,Fortuner,2011,11685,0,1,137679,3025,Married,0,12,615,Commercial,Fair
10589,34,Male,Northern Cape,Student,Diploma,5,Toyota,Hilux,2006,14282,1,0,1394219,28140,Single,0,12,639,Business,Fair
10590,57,Female,KwaZulu-Natal,Self-employed,High School,4,Toyota,Corolla,2009,33227,0,0,1365202,27541,Single,0,6,542,Private,Poor
10591,69,Female,Gauteng,Retired,Postgraduate,51,Volkswagen,Golf,2015,37953,0,0,291856,5950,Divorced,0,12,849,Private,Excellent
10593,29,Female,Western Cape,Employed,Diploma,11,Ford,Fiesta,2002,23957,0,1,236250,4960,Widowed,0,6,535,Commercial,Poor
10594,56,Male,Northern Cape,Employed,Diploma,38,Mercedes,A200,2002,46097,1,0,879651,17765,Married,0,24,818,Business,Excellent
10595,29,Female,Western Cape,Unemployed,High School,11,Toyota,Fortuner,2000,31061,0,0,202379,4160,Single,1,24,848,Private,Excellent
10596,19,Male,Free State,Self-employed,High School,1,Hyundai,i20,2004,53917,1,0,1302710,26294,Married,0,12,743,Commercial,Very Good
10597,73,Male,Eastern Cape,Self-employed,Degree,9,Ford,Ranger,2007,46662,0,1,1259384,25389,Married,0,24,830,Private,Excellent
10598,63,Female,Gauteng,Self-employed,Degree,15,Hyundai,i20,2016,46133,1,2,160371,3419,Single,0,6,694,Private,Good
10599,39,Female,Gauteng,Self-employed,Diploma,21,Ford,EcoSport,2015,13484,1,1,998375,20139,Widowed,0,12,819,Commercial,Excellent
10600,40,Male,Northern Cape,Unemployed,Degree,8,Mercedes,A200,2015,5788,0,0,1234056,24864,Single,1,6,802,Private,Excellent
10601,47,Female,North West,Unemployed,Postgraduate,29,Hyundai,Creta,2017,49418,1,0,178125,3708,Divorced,1,24,771,Commercial,Very Good
10602,22,Female,Limpopo,Self-employed,High School,4,Mercedes,A200,2017,47386,0,0,1234618,24870,Single,1,12,584,Business,Fair
10603,26,Female,Free State,Unemployed,Degree,8,Toyota,Fortuner,2013,37974,1,0,59001,1357,Married,0,24,675,Private,Good
10604,38,Male,Limpopo,Unemployed,Degree,10,Volkswagen,Polo,2011,56453,0,0,77865,1773,Married,0,24,642,Private,Fair
10605,28,Male,Gauteng,Student,Diploma,10,Volkswagen,Polo,2009,16031,0,2,893859,18096,Widowed,1,24,634,Business,Fair
10606,22,Female,KwaZulu-Natal,Unemployed,High School,4,Toyota,Hilux,2001,51024,0,0,360991,7414,Divorced,0,24,431,Commercial,Poor
10607,52,Female,Free State,Self-employed,High School,34,Hyundai,Creta,2020,35025,0,0,838959,17000,Married,0,12,357,Business,Poor
10608,44,Male,Western Cape,Employed,Degree,26,Mercedes,GLA,2022,35639,0,1,1198936,24142,Widowed,0,12,523,Business,Poor
10609,66,Male,Western Cape,Retired,Postgraduate,22,BMW,320i,2002,28903,0,0,1480110,29803,Married,1,24,346,Private,Poor
10611,41,Male,KwaZulu-Natal,Employed,Postgraduate,23,Toyota,Corolla,2008,58671,0,0,1006912,20297,Widowed,1,12,689,Commercial,Good
10612,48,Male,Free State,Unemployed,Postgraduate,29,Ford,Ranger,2003,14350,1,0,518991,10542,Widowed,1,24,643,Private,Fair
10613,50,Male,Northern Cape,Self-employed,Postgraduate,29,BMW,X5,2020,43874,0,0,297545,6109,Widowed,1,12,630,Private,Fair
10614,56,Male,Mpumalanga,Employed,Degree,7,Ford,Fiesta,2015,46085,2,0,631076,12930,Single,0,24,374,Commercial,Poor
10615,47,Female,Eastern Cape,Self-employed,Postgraduate,29,Mercedes,C200,2003,22806,2,0,331513,6753,Married,1,24,785,Private,Very Good
10616,63,Male,Eastern Cape,Unemployed,Degree,6,Volkswagen,Tiguan,2023,41331,0,0,235880,4957,Divorced,0,6,733,Business,Good
10617,54,Male,Eastern Cape,Self-employed,Diploma,35,Hyundai,Tucson,2016,13916,0,0,500818,10225,Married,1,6,510,Commercial,Poor
10618,68,Female,KwaZulu-Natal,Retired,Degree,37,Hyundai,Creta,2014,49105,0,0,1375570,27636,Divorced,1,12,807,Private,Excellent
10619,45,Female,Gauteng,Unemployed,Postgraduate,4,Mercedes,A200,2003,21470,0,1,1016264,20618,Married,0,12,513,Commercial,Poor
10620,48,Female,KwaZulu-Natal,Unemployed,Degree,14,Volkswagen,Golf,2003,49548,0,0,772627,15656,Married,1,6,481,Private,Poor
10621,28,Male,KwaZulu-Natal,Unemployed,Postgraduate,6,Volkswagen,Polo,2011,35960,1,0,488572,10013,Married,1,24,312,Private,Poor
10622,40,Male,Mpumalanga,Self-employed,Diploma,17,BMW,X5,2002,49730,1,0,893386,18133,Married,1,24,355,Commercial,Poor
10623,74,Female,Limpopo,Self-employed,Postgraduate,49,Mercedes,A200,2019,40525,0,0,401355,8175,Married,1,12,341,Private,Poor
10624,19,Female,Gauteng,Self-employed,High School,1,Mercedes,GLA,2022,19357,0,0,1135476,22944,Single,0,24,416,Business,Poor
10625,57,Female,Mpumalanga,Unemployed,Diploma,13,Mercedes,A200,2004,9123,0,0,1177969,23775,Divorced,1,24,628,Business,Fair
10626,58,Male,North West,Self-employed,Degree,40,Hyundai,Creta,2018,35133,2,0,500552,10205,Widowed,0,6,533,Commercial,Poor
10627,44,Female,Northern Cape,Unemployed,Degree,12,Mercedes,C200,2005,25498,1,0,110859,2474,Married,0,12,485,Business,Poor
10628,52,Male,Free State,Unemployed,Postgraduate,29,Volkswagen,Golf,2008,43000,0,0,1143577,23108,Widowed,0,12,302,Business,Poor
10629,19,Male,Free State,Student,High School,1,Toyota,Fortuner,2002,45461,2,0,1355438,27377,Single,0,6,429,Commercial,Poor
10630,56,Male,Limpopo,Self-employed,Diploma,34,Volkswagen,Polo,2001,49207,0,1,505896,10364,Divorced,0,12,381,Commercial,Poor
10631,54,Male,Limpopo,Unemployed,Degree,14,Volkswagen,Polo,2020,11022,0,2,374936,7711,Divorced,1,24,448,Private,Poor
10632,38,Female,Free State,Unemployed,Postgraduate,20,Toyota,Fortuner,2009,9302,2,1,1364558,27518,Divorced,0,12,317,Private,Poor
10633,22,Female,Western Cape,Student,High School,4,Ford,EcoSport,2004,55079,0,1,1103150,22272,Divorced,1,6,640,Private,Fair
10634,69,Female,Mpumalanga,Self-employed,Degree,40,BMW,X5,2006,13853,0,0,1392492,28052,Divorced,0,6,671,Commercial,Good
10635,62,Male,Western Cape,Unemployed,Postgraduate,44,BMW,118i,2014,50357,3,0,371307,7594,Married,0,24,775,Business,Very Good
10636,38,Female,Gauteng,Self-employed,Postgraduate,9,Ford,Ranger,2001,11996,0,0,992847,20108,Single,0,24,306,Private,Poor
10637,46,Male,Gauteng,Unemployed,High School,16,Hyundai,i20,2009,40538,0,0,1170391,23592,Divorced,1,12,638,Private,Fair
10638,37,Male,Limpopo,Unemployed,Degree,13,BMW,X5,2010,32134,0,2,1155702,23364,Divorced,1,24,342,Business,Poor
10639,55,Male,North West,Unemployed,Postgraduate,37,Ford,Ranger,2020,22036,0,0,505722,10230,Single,1,24,810,Business,Excellent
10640,37,Female,Eastern Cape,Unemployed,Degree,15,Mercedes,A200,2023,31901,0,1,371572,7686,Divorced,1,6,476,Commercial,Poor
10641,67,Male,KwaZulu-Natal,Retired,High School,36,Toyota,Corolla,2007,41845,2,0,1171818,23661,Single,0,6,629,Commercial,Fair
10642,42,Male,Mpumalanga,Self-employed,High School,24,Toyota,Hilux,2022,46325,0,1,191492,4093,Single,0,24,398,Commercial,Poor
10643,19,Female,Eastern Cape,Unemployed,Degree,1,Mercedes,A200,2020,56704,1,2,615064,12569,Married,1,6,405,Commercial,Poor
10644,74,Female,Mpumalanga,Retired,High School,44,Ford,Fiesta,2011,20403,1,0,102926,2246,Divorced,0,12,788,Commercial,Very Good
10645,49,Female,KwaZulu-Natal,Unemployed,Postgraduate,31,Ford,Fiesta,2003,52383,0,0,1246584,25065,Widowed,1,12,424,Private,Poor
10646,43,Male,Northern Cape,Self-employed,Degree,25,Mercedes,A200,2012,25925,0,1,969699,19563,Widowed,0,12,503,Business,Poor
10647,23,Male,KwaZulu-Natal,Self-employed,Postgraduate,5,Hyundai,Creta,2017,43908,0,0,568327,11551,Widowed,1,6,575,Commercial,Poor
10648,58,Female,KwaZulu-Natal,Unemployed,Degree,31,Ford,EcoSport,2017,54607,1,0,458463,9375,Married,1,24,670,Commercial,Good
10649,74,Male,Northern Cape,Retired,Diploma,47,Toyota,Hilux,2002,56312,0,0,652313,13181,Single,1,24,758,Business,Very Good
10651,50,Female,Gauteng,Unemployed,Postgraduate,32,Toyota,Fortuner,2006,40377,1,0,391966,7995,Married,1,6,633,Private,Fair
10652,18,Female,Northern Cape,Unemployed,Degree,0,BMW,320i,2021,56433,0,0,132160,2864,Married,1,24,683,Commercial,Good
10653,68,Female,Northern Cape,Retired,Degree,26,Hyundai,Tucson,2016,19289,0,0,748679,15157,Divorced,1,12,689,Business,Good
10654,22,Female,Gauteng,Unemployed,Postgraduate,4,Mercedes,GLA,2005,40385,1,1,210383,4358,Married,1,24,673,Private,Good
10655,30,Female,KwaZulu-Natal,Student,High School,12,Volkswagen,Polo,2015,57832,0,1,1389662,28021,Married,0,24,443,Commercial,Poor
10656,36,Female,Free State,Unemployed,Postgraduate,7,Volkswagen,Polo,2004,49719,0,0,142919,3075,Married,1,24,735,Business,Good
10657,29,Female,Mpumalanga,Self-employed,Diploma,11,Toyota,Hilux,2021,11884,2,0,1085215,21886,Widowed,0,6,626,Business,Fair
10658,65,Female,Mpumalanga,Retired,High School,42,Volkswagen,Golf,2023,29412,0,0,547272,11122,Married,1,24,689,Commercial,Good
10659,42,Male,Limpopo,Unemployed,High School,24,Hyundai,Tucson,2016,15079,2,1,840720,17023,Single,1,6,470,Business,Poor
10660,74,Male,Limpopo,Retired,Degree,17,BMW,X5,2010,37839,0,0,324514,6700,Single,0,12,554,Private,Poor
10661,68,Male,Free State,Retired,Degree,43,Ford,Fiesta,2021,40679,0,0,1397399,28108,Widowed,1,6,330,Private,Poor
10662,52,Male,North West,Self-employed,Postgraduate,8,Volkswagen,Golf,2011,26589,0,0,1035555,20914,Divorced,1,24,603,Private,Fair
10663,29,Male,Limpopo,Student,Postgraduate,11,Toyota,Corolla,2011,13083,0,0,1010200,20369,Divorced,1,24,684,Private,Good
10664,47,Male,Limpopo,Employed,Degree,29,Hyundai,Tucson,2003,34868,0,0,802113,16174,Single,1,24,788,Business,Very Good
10665,22,Male,Northern Cape,Unemployed,Postgraduate,4,Ford,Ranger,2008,21409,0,0,724617,14681,Single,0,12,724,Commercial,Good
10666,51,Male,Eastern Cape,Self-employed,High School,18,BMW,X5,2013,52696,2,0,641755,13030,Divorced,0,12,791,Private,Very Good
10667,39,Male,North West,Unemployed,Postgraduate,21,Ford,EcoSport,2011,38641,1,0,1078407,21756,Divorced,0,12,581,Business,Fair
10668,56,Male,Mpumalanga,Employed,High School,12,BMW,320i,2009,23401,0,0,951654,19271,Widowed,0,12,376,Private,Poor
10669,30,Male,KwaZulu-Natal,Student,Degree,12,Mercedes,A200,2007,51494,1,0,1178166,23758,Widowed,1,12,794,Commercial,Very Good
10670,74,Female,Limpopo,Retired,Postgraduate,36,Toyota,Fortuner,2022,52185,2,1,1387535,27946,Married,1,24,507,Business,Poor
10671,64,Male,Free State,Unemployed,High School,15,Ford,EcoSport,2002,33218,0,0,1482035,29846,Divorced,1,6,441,Private,Poor
10672,71,Female,Mpumalanga,Retired,Diploma,18,Volkswagen,Tiguan,2012,29194,0,1,1230761,24800,Married,1,24,620,Private,Fair
10673,20,Male,Northern Cape,Employed,Diploma,2,Volkswagen,Golf,2015,12953,0,0,246568,5168,Married,0,6,379,Business,Poor
10674,70,Female,Northern Cape,Retired,Diploma,13,Toyota,Fortuner,2012,32475,2,0,536762,10979,Single,0,6,644,Business,Fair
10675,37,Male,Northern Cape,Employed,High School,19,Volkswagen,Golf,2012,56571,1,1,416052,8509,Married,1,24,519,Private,Poor
10676,48,Female,Western Cape,Unemployed,Postgraduate,17,Ford,EcoSport,2018,14108,0,0,921657,18709,Widowed,0,6,397,Commercial,Poor
10677,22,Male,Western Cape,Employed,Diploma,1,Ford,Fiesta,2021,8512,0,1,1320706,26681,Single,1,6,387,Business,Poor
10678,41,Female,Western Cape,Unemployed,Degree,23,Hyundai,Tucson,2017,49514,0,1,1310989,26335,Widowed,1,12,803,Business,Excellent
10679,57,Male,Eastern Cape,Unemployed,Degree,37,BMW,118i,2007,39345,2,0,622779,12613,Widowed,0,24,781,Private,Very Good
10680,71,Female,Northern Cape,Self-employed,Degree,49,Mercedes,GLA,2000,7365,0,1,674746,13663,Widowed,1,6,665,Commercial,Fair
10681,50,Male,Limpopo,Self-employed,Diploma,27,Mercedes,A200,2016,9125,0,0,761668,15453,Widowed,1,12,308,Business,Poor
10682,25,Female,KwaZulu-Natal,Student,Diploma,7,Mercedes,C200,2023,37828,2,0,1330735,26827,Single,1,12,377,Private,Poor
10683,41,Female,Mpumalanga,Unemployed,Postgraduate,18,Mercedes,C200,2008,46526,1,1,208353,4355,Divorced,0,24,840,Private,Excellent
10684,67,Female,Northern Cape,Retired,High School,9,Toyota,Hilux,2009,15499,0,0,506733,10381,Widowed,0,6,598,Business,Fair
10685,37,Female,Limpopo,Unemployed,Degree,10,Mercedes,GLA,2008,19959,0,0,1109128,22438,Married,0,12,738,Commercial,Good
10686,33,Female,Free State,Unemployed,Postgraduate,15,Ford,Ranger,2011,47182,0,1,921627,18601,Single,1,12,312,Business,Poor
10687,67,Female,Mpumalanga,Self-employed,High School,25,Mercedes,C200,2023,9191,2,0,1128147,22815,Divorced,1,12,376,Commercial,Poor
10688,69,Female,Limpopo,Retired,Diploma,49,Volkswagen,Golf,2009,49640,1,1,207719,4303,Married,1,12,410,Private,Poor
10689,29,Female,KwaZulu-Natal,Self-employed,High School,1,Hyundai,Tucson,2007,56000,1,0,1269654,25645,Single,1,6,558,Business,Poor
10690,30,Male,Western Cape,Employed,Degree,12,BMW,320i,2003,19654,0,0,138047,2960,Widowed,0,24,787,Commercial,Very Good
10691,62,Male,Gauteng,Unemployed,High School,18,BMW,X5,2023,22228,0,0,617888,12630,Widowed,0,6,411,Commercial,Poor
10692,59,Male,Eastern Cape,Unemployed,High School,41,Hyundai,i20,2013,10439,0,0,1371446,27583,Single,1,6,563,Business,Poor
10693,56,Female,Gauteng,Unemployed,Diploma,15,Volkswagen,Polo,2006,43032,0,0,138433,3019,Widowed,0,12,690,Commercial,Good
10694,42,Female,Limpopo,Self-employed,Diploma,24,BMW,118i,2009,53631,0,0,447591,9107,Married,0,6,784,Private,Very Good
10695,63,Male,North West,Unemployed,Postgraduate,22,Volkswagen,Polo,2023,24173,0,0,173407,3649,Divorced,0,12,746,Private,Very Good
10696,49,Male,North West,Unemployed,Diploma,24,Volkswagen,Golf,2009,21453,0,0,1482856,29835,Divorced,1,24,785,Business,Very Good
10697,41,Female,Western Cape,Unemployed,Diploma,1,Ford,Fiesta,2014,53254,1,0,1374953,27716,Married,1,6,660,Private,Fair
10698,65,Female,North West,Employed,Degree,11,Ford,Fiesta,2014,40322,1,0,959216,19432,Widowed,1,12,647,Commercial,Fair
10699,64,Male,Northern Cape,Unemployed,Degree,43,Mercedes,C200,2001,38841,0,1,1455261,29253,Married,0,24,685,Private,Good
10700,61,Female,Gauteng,Employed,High School,26,Mercedes,A200,2023,37014,1,0,632379,12833,Widowed,1,24,473,Private,Poor
10701,26,Male,KwaZulu-Natal,Student,Degree,8,Mercedes,A200,2015,26575,0,1,702246,14315,Widowed,0,24,304,Commercial,Poor
10702,57,Female,Mpumalanga,Unemployed,Postgraduate,6,Ford,Ranger,2023,28969,0,0,1140654,23043,Married,1,6,629,Business,Fair
10703,67,Male,KwaZulu-Natal,Self-employed,Postgraduate,33,Hyundai,Creta,2009,48765,0,0,1441890,29053,Married,1,12,483,Commercial,Poor
10704,40,Male,Western Cape,Unemployed,High School,14,Mercedes,A200,2014,53370,1,0,362221,7468,Widowed,1,24,832,Commercial,Excellent
10705,67,Female,Western Cape,Retired,Postgraduate,24,Toyota,Corolla,2018,35621,0,0,639806,12992,Married,0,6,557,Private,Poor
10706,30,Male,Western Cape,Student,Postgraduate,12,Volkswagen,Tiguan,2023,6494,0,0,671209,13580,Single,1,12,481,Private,Poor
10707,49,Female,Free State,Unemployed,Diploma,31,Toyota,Corolla,2023,47391,1,0,665495,13499,Married,0,24,673,Commercial,Good
10708,67,Female,Gauteng,Retired,High School,41,BMW,X5,2009,34191,0,0,561386,11410,Single,0,12,351,Private,Poor
10709,32,Female,Mpumalanga,Student,Postgraduate,14,Toyota,Fortuner,2019,9536,0,0,920593,18595,Single,0,12,819,Private,Excellent
10710,53,Female,Eastern Cape,Unemployed,High School,14,Toyota,Hilux,2014,45305,1,0,140700,3074,Divorced,0,6,665,Commercial,Fair
10711,66,Female,Northern Cape,Retired,Postgraduate,19,Volkswagen,Tiguan,2020,6953,1,0,1379791,27809,Divorced,1,6,337,Private,Poor
10712,22,Male,Western Cape,Student,Degree,4,Ford,Ranger,2001,44192,1,0,527792,10819,Married,0,24,500,Business,Poor
10713,39,Female,Gauteng,Employed,High School,21,Toyota,Corolla,2013,15208,0,1,825208,16663,Married,0,6,318,Private,Poor
10714,33,Female,Mpumalanga,Unemployed,Degree,15,Hyundai,Creta,2014,59469,0,0,1415146,28523,Widowed,0,6,839,Commercial,Excellent
10715,58,Male,Free State,Unemployed,High School,40,Hyundai,Tucson,2021,24981,0,0,205448,4312,Single,1,12,384,Commercial,Poor
10716,27,Female,Northern Cape,Employed,Degree,2,Ford,Ranger,2009,35085,0,0,905411,18411,Single,0,24,429,Commercial,Poor
10717,41,Male,Free State,Unemployed,Diploma,3,BMW,320i,2008,38894,0,1,337194,7035,Divorced,0,6,304,Business,Poor
10718,35,Female,Free State,Student,Degree,17,Ford,EcoSport,2018,15019,1,0,1392502,28022,Single,0,24,514,Business,Poor
10719,66,Male,KwaZulu-Natal,Retired,Postgraduate,13,Volkswagen,Golf,2005,38827,1,1,889823,17998,Married,0,12,797,Private,Very Good
10720,35,Female,Mpumalanga,Unemployed,Diploma,5,Toyota,Fortuner,2007,55378,0,0,817156,16565,Widowed,1,12,472,Private,Poor
10721,24,Female,Mpumalanga,Student,Degree,6,Ford,EcoSport,2001,13184,0,0,211514,4464,Divorced,0,12,546,Business,Poor
10722,21,Female,Free State,Unemployed,Diploma,1,Volkswagen,Tiguan,2000,30233,1,0,208684,4448,Single,1,6,330,Business,Poor
10723,43,Female,Gauteng,Unemployed,Diploma,25,Toyota,Corolla,2012,54919,0,1,1197426,24131,Widowed,0,6,706,Business,Good
10724,22,Female,KwaZulu-Natal,Unemployed,Postgraduate,4,Hyundai,i20,2005,48997,1,0,739069,14974,Divorced,1,24,502,Private,Poor
10725,72,Male,Mpumalanga,Retired,Degree,44,Volkswagen,Polo,2002,44912,1,0,246815,5103,Single,0,24,745,Business,Very Good
10726,33,Male,Limpopo,Unemployed,Diploma,15,Hyundai,Tucson,2001,36064,1,0,802270,16235,Married,1,12,821,Business,Excellent
10727,52,Female,KwaZulu-Natal,Unemployed,Postgraduate,34,Toyota,Fortuner,2009,9367,0,1,192874,3995,Single,1,24,575,Business,Poor
10728,43,Male,KwaZulu-Natal,Unemployed,High School,25,BMW,118i,2007,7123,2,0,841520,17036,Widowed,1,24,334,Business,Poor
10729,35,Female,KwaZulu-Natal,Unemployed,High School,17,Hyundai,Creta,2008,45494,1,1,491944,10020,Widowed,1,24,632,Business,Fair
10730,46,Female,Free State,Unemployed,Diploma,2,BMW,118i,2006,39485,0,0,205211,4368,Single,0,6,314,Private,Poor
10731,40,Female,Eastern Cape,Self-employed,Diploma,20,Hyundai,i20,2012,37825,0,1,178717,3828,Single,0,12,341,Business,Poor
10732,70,Male,Free State,Retired,Diploma,31,BMW,X5,2006,36436,0,1,478297,9771,Single,0,6,355,Private,Poor
10733,31,Female,Limpopo,Unemployed,Postgraduate,13,Hyundai,Creta,2018,30597,1,0,1469172,29586,Widowed,1,24,810,Business,Excellent
10734,32,Male,North West,Student,Postgraduate,14,Hyundai,Creta,2000,59502,0,0,917851,18595,Single,0,24,339,Private,Poor
10735,66,Female,Western Cape,Retired,Degree,38,BMW,X5,2012,37413,0,1,678668,13744,Widowed,1,24,612,Business,Fair
10736,50,Female,Northern Cape,Unemployed,High School,12,Hyundai,Tucson,2016,34155,2,1,140339,3071,Divorced,1,24,547,Commercial,Poor
10737,42,Male,North West,Employed,Diploma,13,Volkswagen,Polo,2011,24983,0,0,72731,1661,Single,1,12,726,Business,Good
10738,38,Female,Free State,Unemployed,Diploma,20,Hyundai,i20,2020,57352,1,0,325987,6754,Single,0,6,720,Commercial,Good
10739,34,Male,Mpumalanga,Student,Postgraduate,16,Toyota,Fortuner,2013,56880,2,1,150897,3227,Divorced,1,6,530,Commercial,Poor
10740,40,Female,Mpumalanga,Unemployed,Postgraduate,22,Toyota,Hilux,2015,6756,0,0,935342,18859,Married,1,24,653,Private,Fair
10741,74,Female,Mpumalanga,Retired,Degree,14,Toyota,Fortuner,2011,5794,0,1,1344889,27139,Widowed,1,24,634,Commercial,Fair
10742,60,Female,Western Cape,Unemployed,High School,42,Volkswagen,Tiguan,2021,35924,1,1,1477343,29754,Divorced,0,6,505,Commercial,Poor
10743,34,Male,Mpumalanga,Self-employed,Diploma,16,Ford,Fiesta,2015,39877,0,1,876845,17691,Divorced,1,12,684,Private,Good
10744,31,Female,Gauteng,Student,Postgraduate,13,Hyundai,Creta,2001,42840,0,1,680683,13832,Single,1,12,603,Commercial,Fair
10745,46,Male,Limpopo,Self-employed,High School,28,Mercedes,C200,2021,28451,1,0,918783,18580,Single,1,24,582,Commercial,Fair
10746,37,Female,Eastern Cape,Unemployed,Degree,6,BMW,320i,2019,27931,1,0,51663,1318,Divorced,0,24,579,Commercial,Poor
10747,47,Female,KwaZulu-Natal,Self-employed,High School,29,Toyota,Fortuner,2018,13246,0,0,837642,16934,Widowed,0,24,358,Business,Poor
10748,36,Male,Western Cape,Unemployed,Diploma,6,Mercedes,GLA,2006,29882,0,0,1469505,29651,Single,1,6,565,Commercial,Poor
10749,70,Female,Mpumalanga,Retired,Postgraduate,15,BMW,118i,2011,26572,0,0,1408402,28362,Divorced,0,24,754,Private,Very Good
10750,56,Female,Northern Cape,Unemployed,Diploma,38,BMW,118i,2013,31455,0,0,1419463,28549,Single,0,24,532,Business,Poor
10751,73,Male,Northern Cape,Retired,High School,24,Ford,EcoSport,2023,25680,1,2,404098,8331,Divorced,0,24,632,Commercial,Fair
10752,30,Male,Western Cape,Unemployed,Postgraduate,12,Volkswagen,Polo,2017,58344,2,0,226296,4760,Divorced,1,12,543,Business,Poor
